genres,tmdbId,poster_path,title,overview
Comedy Romance War,23567.0,/c7WmVQdhJNOyBSe5fK8Gh0uxl7l.jpg,I Was a Male War Bride,Captain Henri Rochard French officer assigned work Lieut Catherine Gates Through wacky series misadventures fall love marry When war ends Capt Rochard tries return America female war brides Zany genderconfusing antics follow
War Action Adventure Drama Romance Thriller,22584.0,/f08VziHiblKKcGxjNSIOcs4AJX0.jpg,To Have and Have Not,A Martinique charter boat skipper gets mixed underground French resistance operatives WWII
Adventure Drama Thriller Crime,27725.0,/ztVva1Cjjou99oIQvVKHTBrN0fE.jpg,High Sierra,See Bogie best world weary Mad Dog Roy Earle Given pardon jail gets swing things robs swanky resort
Crime Drama Romance Thriller,16227.0,/f0kZLMZn6Tr8zG9YXhd9LYAYqVO.jpg,Dark Passage,A man convicted murdering wife escapes prison works woman try prove innocence
Crime Drama Thriller,16933.0,/VOZx5cY3le1jrcHsvssssCfJhq.jpg,They Drive by Night,Joe George Raft Paul Fabrini Humphrey Bogart Wildcat independent truck drivers small truck business The Fabrini boys constantly battle distributors rivals loan collectors trying success transport company
Comedy Drama,37833.0,/HkbDeYIYr1l5n57lPFMdVomPNr.jpg,Reefer Madness,Highschool principal Dr Alfred Carroll Josef Forte relates audience parents marijuana devastating effects teens In story drug supplier entices restless teens including sister brother Mary Dorothy Short Jimmy Lane Warren McCollum Marys boyfriend Bill Kenneth Craig frequenting reefer house Gradually Bill Jimmy drawn smoking dope affects family lives leads terrible crime
Crime Drama Mystery,18995.0,/yCs5cmdpvaki5pL74VF73cZKhDB.jpg,D.O.A.,Frank Bigelow told hes poisoned days live tries killed
Drama,405.0,/lU2gLjPCPdtWWqSRHZ9EqPwrbNQ.jpg,La Strada,A traveling strongman Zampano repays death Rosa assistant offering job little sister Gelsomina mother receives compensation return
Action Comedy Crime,9696.0,/mkmwESVpq7KrcxdPMreTFqlNF0S.jpg,Ichi the Killer,As sadomasochistic yakuza enforcer Kakihara searches missing boss comes Ichi repressed psychotic killer able inflict levels pain Kakihara dreamed
War Drama,5055.0,/jZ1lsLMgXSjU5WZB6xMfozqGz2Y.jpg,Ashes and Diamonds,Maciek Andrzej home army fighters paired ordered kill incoming communist party cadre At hotel targets welcoming party held Maciek meets barmaid Krystyna brief passionate affair pulled away fleeting happiness deadly mission
Music Adventure Fantasy Comedy Family,11708.0,/m2z9NV6ZWXdWH6xdpF9yBJveEPa.jpg,Chitty Chitty Bang Bang,An eccentric professor invents wacky machinery ends meet When invents revolutionary car foreign government interested resorts skulduggery hands
ScienceFiction Thriller,1954.0,/3PAQy3CyNNJPES772OFMx47lFEE.jpg,The Butterfly Effect,A young man struggles access sublimated childhood memories He finds technique allows travel past occupy childhood body change history However soon finds change makes unexpected consequences
Comedy Romance,13476.0,/zEycb5vQH7C33kjd6cuAoXTZOU4.jpg,Win a Date with Tad Hamilton!,A smalltown girl wins date Hollywood star contest When date goes better expected love triangle forms girl celebrity girls best friend
Documentary Action Adventure,11194.0,/ozExRDtiwDqyIcRfZ7Zi14EPbiX.jpg,Touching the Void,A documentary based book Joe Simpson Simpsons Simon Yates disastrous nearfatal attempt climb 6344m Siula Grande Cordillera Huayhuash Peruvian Andes 1985
Drama History,14292.0,/c9b4efQsCvTAdJAnCMdKx5eoUCc.jpg,Miracle,In 1980 United States Ice Hockey teams coach Herb Brooks ragtag squad college kids legendary juggernaut Soviet Union Olympic Games Despite long odds Team USA carried pride nation yearning distraction world events With world watching team rose occasion prompting broadcaster Al Michaels famous question millions viewing home Do believe miracles Yes
Drama Romance,1278.0,/7ABcfmXQZeCXl5sNrDuLS1URMPN.jpg,The Dreamers,A young American studying Paris 1968 strikes friendship French brother sister Set background 68 Paris student riots
Comedy Horror ScienceFiction,18841.0,/95atRe931dzznTIIFzDi4yiXgjs.jpg,The Lost Skeleton of Cadavra,Remember good old days camera thousand bucks schlep Bronson canyon quickly cheap scifihorror Bmovie Well theyre The Lost Skeleton Cadavra affectionate meticulous recreation notoriously cheesy clunkers gaggle beloved stereotypes pursue rarest radioactive elements atmospherium
Crime Drama,11023.0,/6DovUDPK1ednXrc2klOAxABZzLe.jpg,Thirteen,Tracy normal 13yearold trying school After befriending popular girl school Evie Tracys world turned upside Evie introduces world sex drugs cash But isnt long Tracys new world attitude finally takes toll family old friends
Comedy Romance,1824.0,/vKKdsaq3OomDvFdpPpWVg0L6gB9.jpg,50 First Dates,Henry player skilled seducing women But veterinarian meets Lucy girl quirky problem comes total recall realizes possible fall love againand Thats delightful Lucy shortterm memory Henry woo day day finally sweeps feet
Comedy,16784.0,/dvADic4gEtbWrs1s2BNvCXbce2K.jpg,Welcome to Mooseport,A US president Gene Hackman retired terms office returns hometown Mooseport Maine decides run Mayor local candidate Ray Romano
Drama,337.0,/vOPzRgy6rTVDkGYb477lEwD2owh.jpg,Monsieur Ibrahim,Monsieur Ibrahim story young Jewish boy Paris meets old Muslim Turkish grocery store owner The film touches themes friendship love old man father figure boy teaches Koran The film based book popular book French author EricEmmanuel Schmitt
Action Thriller Drama,11951.0,/it9ph8BRIkyEqqSxVKHOFeLMVaQ.jpg,Vanishing Point,Kowalski works car delivery service He takes delivery 1970 Dodge Challenger Colorado San Francisco California Shortly pickup takes bet car 15 hours
Drama History,2576.0,/pVGkjGZQvY5dgqEqKJilFBlPYXD.jpg,The Diary of Anne Frank,The true harrowing story young Jewish girl family friends forced hiding attic Nazioccupied Amsterdam
Adventure Drama,12775.0,/q36TO4giy57uRtMyxHSw9jnQPts.jpg,Flesh + Blood,A band medieval mercenaries revenge noble lord decides pay kidnapping betrothed nobles son As plague warfare cut swathe destruction land mercenaries hole castle await fate
Action Adventure Comedy,9838.0,/wNjXdgbYNvfdlcGQyDP1I7P3KSw.jpg,King Solomon's Mines,Ever search adventure explorer Allan Quatermain agrees join beautiful Jesse Huston mission locate archaeologist father abducted knowledge legendary mines King Solomon As kidnappers led sinister German military officer Bockner journey wilds Africa Allan Jesse track party contend fierce natives dangerous creatures perils
Comedy,11132.0,/sHyW56OE9Az3te9PJJI9hVDpKBq.jpg,Confessions of a Teenage Drama Queen,When teenager Mary Elizabeth Steppe aka Lola moves mother younger twin sisters New York suburb Dellwood New Jersey feeling cultural entertaining world ended While school displaced Lola close friend unpopular Ella great fan favorite rock band Sidarthur However popular girl school Carla Santini disputes lead role adaptation Pygmalion Lola leadership mates When concert Sidarthur soldout Lola plans Ella travel New York buy tickets scalpers However girls trouble helping lead singer Lolas idol Stu Wolf changing lives forever
Comedy,9352.0,/pes2HCVX60MNZZdUrKtgVNlv1ig.jpg,EuroTrip,When Scott learns longtime cyberbuddy Berlin gorgeous young woman friends embark trip Europe
Drama,615.0,/oFuLM1EaKhi1WNWiTjQ1HKIZ1Eg.jpg,The Passion of the Christ,The Passion Christ film 12 hours life Jesus Director Mel Gibson received criticism critics audiences explicit depiction focus violence christs suffering especially jewish community The films languages Arabic Latin Hebrew actors laymen controversially received
Drama Romance,10677.0,/nuUKcfRYjifwjIJPN1J6kIGcSvD.jpg,Dirty Dancing: Havana Nights,In prerevolution Cuba Katey Miller defy everyones expectations Instead parentapproved suitor Katey drawn sexy waiter Javier spends nights dancing Havanas nightclubs As secretly learns dance Javier learns meanings love sensuality independence
Comedy Drama Romance,338.0,/pb62NJ3tRxgmxBSM9u1Wg1dmmvG.jpg,"Good bye, Lenin!",An affectionate refreshing EastWestGermany comedy boy whos mother coma Berlin wall fell wakes try learning happen avid communist supporter avoid shocking lead heart attack
Western Adventure,2023.0,/5BiWWo12FnSFTatD8dfMpoF7bVs.jpg,Hidalgo,Set 1890 story Pony Express courier travels Arabia compete horse Hidalgo dangerous race massive contest prize adventure sends pair world
Comedy Crime,9384.0,/plbKo5JoCijmqghCWrw2ef8WFhg.jpg,Starsky & Hutch,Join uptight David Starsky laidback Ken Hutch Hutchinson theyre paired time undercover cops The new partners overcome differences solve important case help street informant Huggy Bear persuasive criminal Reese Feldman
Drama,797.0,/cjAnlvCrp9ZY7atASUsxRrhve7o.jpg,Persona,A young nurse Alma charge Elisabeth Vogler actress seemingly healthy respects talk As spend time Alma speaks Elisabeth constantly receiving answer Alma eventually confesses secrets seemingly sympathetic Elisabeth finds personality submerged Elisabeths persona
Comedy Drama,1723.0,/4rFDgiEh48IQweNybtHBccGiEr9.jpg,The Front,A cashier poses writer blacklisted talents submit work injustice pushes stand
Comedy,10591.0,/lWybRfPlUCKKOaYFSjY67pNhkxa.jpg,The Girl Next Door,Exceptionally ambitious high schooler Matthew aspirations career politics falls love gorgeous 19yearold neighbor Danielle But Matthews bright future jeopardized finds Danielle porn star As Danielles past catches Matthews love forces reevaluate goals
Thriller Mystery,1586.0,/f5t7Df50xjniLlE80ty2dYsZBqI.jpg,Secret Window,Mort Rainey writer emerging painful divorce exwife stalked remote lake house psychotic stranger wouldbe scribe claims Rainey swiped best story idea But Rainey endeavors prove innocence begins question sanity
Mystery Action Drama Thriller Crime,11169.0,/qvqHhBcuzWI3kw4qxsGhDod64op.jpg,Spartan,US government agent Scott assigned rescue daughter highranking government official As willing bend rules things Scott shocked willing protect political career
Comedy Drama Romance,156.0,/naC1ANPfaKw89kGalme2BrxRCA2.jpg,Wilbur Wants to Kill Himself,The strange comedy film close brothers Wilbur wants kill Harbour tries prevent When father dies leaving bookstore meet woman makes lives bit better bit trouble
Comedy Crime Romance Drama,10433.0,/xZlVITyuTxI3Olu9h64xYPdpZyP.jpg,Mad Dog and Glory,Wayne Dobie shy cop lowkey demeanor earned affectionate nickname Mad Dog After Mad Dog saves life Frank Milo crime boss aspiring standup comedian hes offered company attractive young waitress named Glory week At uneasy arrangement eventually fall love However situation complicated Milo demands Glory
Drama Romance,43236.0,/hD4vMxAdAL238tpC4oYJNAYRa33.jpg,Peyton Place,Grace Metalious oncenotorious bestseller Peyton Place given lavish necessarily toneddown film treatment deluxe 20th CenturyFox production Set WWII film concentrates denizens outwardly respectable New England community Peyton Place Topbilled Lana Turner plays shopkeeper Constance McKenzie tries past indiscretion resulted illegitimate daughter Allison Diane Varsi adopting chaste prudish attitude things sexual In spite Constance help attracted handsome new teacher Michael Rossi Lee Philips Meanwhile restless Allison whod like footloose fancyfree towns fast girl Betty Anderson Terry Moore falls sincerely love mixedup mamas boy Norman Page Russ Tamblyn
Fantasy Horror Action,924.0,/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,Dawn of the Dead,A group surviving people refuge shopping center world taken aggressive flesheating zombies A remake 1978 zombie film
ScienceFiction Drama Romance,38.0,/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg,Eternal Sunshine of the Spotless Mind,Joel Barish heartbroken girlfriend underwent procedure erase memory decides However watches memories fade away realises loves late correct mistake
Action Crime Mystery Thriller,11081.0,/2LE560KT69RLnxIU83wrTvClj8D.jpg,Taking Lives,Recruited assist Montreal police desperate search serial killer assumes identities victims FBI profiler Illeana Scott knows matter time killer strikes Her promising lead museum employee killers eyewitness
Comedy Romance,9541.0,/d8Qf8wVQV3K4Nl3KBuVNHMBCxgw.jpg,Jersey Girl,Ollie Trinke young suave music publicist new wife baby way But life deals bum hand hes suddenly faced single fatherhood defunct career having father To bounce takes new love courage instilled daughter
Comedy Crime Thriller,5516.0,/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg,The Ladykillers,An eccentric charming Southern professor crew pose band order rob casino nose unsuspecting landlord sharp old woman
Mystery Fantasy Adventure Comedy,11024.0,/vEp6qw25qY2n03O9EaeiWNv89vb.jpg,Scooby-Doo 2: Monsters Unleashed,When Mystery Inc guests honor grand opening Coolsville Museum Criminology masked villain shows creates havoc stealing costumes gangs notorious villainsCould nemesis mad scientist Jonathan Jacobo returned trying recreate deadliest foes
Crime Drama Thriller,553.0,/g1xLrof2RVgtHBB4fLvR5Xr8l5x.jpg,Dogville,A barren soundstage stylishly utilized create minimalist smalltown setting mysterious woman named Grace hides criminals pursue The town twofaced offers harbor Grace long worth effort Grace works hard employ townspeople win favor Tensions flare Graces status helpless outsider provokes vicious contempt abuse citizens Dogville
Action Adventure Drama History,10544.0,/rBid8dQlauN5r58H3rozxpPgEdj.jpg,Ned Kelly,After getting threatened Kellys friends family Constable Fitzpatrick places blame Ned Kelly exaggerates happened With biggest award available Kelly gang set wild remain hidden seeks Even means having family arrested Kelly Gang stay hidden plan way names cleared
Fantasy Action ScienceFiction,1487.0,/3fAWzI9MUosggdGMu7EaDhn44m6.jpg,Hellboy,In final days World War II Nazis attempt use black magic aid dying cause The Allies raid camp ceremony taking place demon Hellboy conjured Joining Allied forces Hellboy eventually grows adulthood serving cause good evil
Animation Family,13700.0,/1KFa2Mzzn2DMlC95eJwRYgRsHI.jpg,Home on the Range,When greedy outlaw schemes possession Patch Of Heaven dairy farm determined cows karatekicking stallion colorful corral critters join forces save home The stakes skyhigh unlikely animal alliance risk hides match wits mysterious band bad guys
Comedy Romance,11137.0,/nB75Ht9rppAVMj0lZWZQ51PPYUe.jpg,The Prince & Me,A fairy tale lovestory premed student Paige falls love Danish Prince Eddie refused follow traditions parents come US quench thirst rebellion Paige Edward come different worlds undeniable attraction
Adventure Drama Action Thriller,11358.0,/mgYJjfWiuL2jPbypv1ICnd9JSCs.jpg,Walking Tall,A US soldier returns hometown overrun crime corruption prompts clean house
Western History War,10733.0,/6BjQL97zeRnpJShJV5DQT9e9SE4.jpg,The Alamo,Based 1836 standoff group Texan Tejano men led Davy Crockett Jim Bowie Mexican dictator Santa Annas forces Alamo San Antonio Texas
Family Fantasy Comedy,14442.0,/5xURlqmsrbMZJiTQmu3TOEIfHFT.jpg,Ella Enchanted,Ella lives magical world child moment birth given virtuous gift fairy godmother Ellas socalled gift obedience This birthright proves curse Ella finds hands unscrupulous characters literally disobey Determined gain control life decisions Ella sets journey fairy godmother hopes lift curse The path isnt easy Ella outwit slew unpleasant obstacles including ogres giants wicked stepsisters elves Prince Charmonts evil uncle wants crown rule kingdom
Mystery Drama Thriller Crime,25300.0,/aNWNAwuGmTkRdVF9tg5RA0UssWo.jpg,I'm Not Scared,While playing outside day nineyearold Michele discovers Filippo chained ground hole Michele witnesses town baddie Felice nearby suspects bad happening Michele unsure tell discovery eventually spilling beans closest friend Micheles parents learn discovery warn forget saw
Drama History,6844.0,/loLrO3SfhHkN3o3fTHdx1vf9ZYf.jpg,The Ten Commandments,Escaping death Hebrew infant raised royal household prince Upon discovery true heritage Moses embarks personal quest reclaim destiny leader liberator Hebrew people
Horror,923.0,/8D6WEfNZr6JadQrqJr5OOq1QlV0.jpg,Dawn of the Dead,During evergrowing epidemic zombies risen dead Philadelphia SWAT team members traffic reporter televisionexecutive girlfriend seek refuge secluded shopping mall
Action Adventure Comedy,10338.0,/xB4tZIOGfyL41MHGUUEBsy5fQ5y.jpg,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Star studded comedy early 20th century air race Britain France
Drama Romance,133919.0,/nr87dK7xn8qeJiwYoL2DVJ9WhTm.jpg,Scenes from a Marriage,Ten years Marianne Johans relationship presented We meet years marriage He college professor divorce lawyer They happily married unlike friends Katarina Peter openly fight especially influence alcohol certain detached aloofness way treat In years contemplate embark divorce andor known extramarital affairs come differing understandings phase relationship truly mean Regardless love hate fine line come certain understandings best relate husband wife friends lovers
Comedy Horror ScienceFiction,4365.0,/7CyFNZUmk7QsPQK6McS3M2V64tY.jpg,Munchies,Simon Watterman space archaeologist discovers Munchies cave Peru Cecil Watterman Simons evil twin brother snack food entrepreneur kidnaps creature What Cecil know creature chopped regenerates new creatures mean
Comedy Thriller Drama,10843.0,/s5XkBqUMwE0wQv9NY0XERs64cgs.jpg,After Hours,An ordinary word processor worst night life agrees visit girl Soho met evening coffee shop
Music Comedy Crime,15673.0,/o5NTGa9WajYbWhaJEBmKo7J1GsR.jpg,Connie and Carla,After accidentally witnessing mafia hit Windy City gal pals Connie Carla skip town LA way undercover singers working citys dinner theater circuit drag queens Now big hits scene things extraweird Connie meets Jeff guy shed like woman
Action Crime Thriller,393.0,/au9lFA5a2ZnBKCzPbZQf00r7J64.jpg,Kill Bill: Vol. 2,The Bride unwaveringly continues roaring rampage revenge band assassins tried kill unborn child She visits associates onebyone checking victims Death List Five theres left kill Bill
Action Crime Drama,7220.0,/qLeje0AueCpJBDW7pmg4Gv7cO1h.jpg,The Punisher,When undercover FBI agent Frank Castles wife son slaughtered Punisher ruthless vigilante willing length avenge family
Comedy Fantasy Romance,10096.0,/iSvz2Nk1vzgm7bEMqMazhQ1F3zA.jpg,13 Going on 30,After total humiliation thirteenth birthday party Jenna Rink wants hide shes thirty With little magic wish granted turns thirty isnt awesome thought
Action Drama Thriller Crime,9509.0,/qAbRLPe8T7ehKzr1Tgo78T7ASrS.jpg,Man on Fire,Jaded exCIA operative John Creasy reluctantly accepts job bodyguard 10yearold girl Mexico City They clash eventually bond shes kidnapped hes consumed fury stop save life
Comedy,10625.0,/lDlGPZS0UJYKxVlpyff3BMyPc2H.jpg,Mean Girls,Cady Heron hit The Plastics Alist girl clique new school makes mistake falling Aaron Samuels exboyfriend alpha Plastic Regina George
Comedy,11025.0,/2BW57DL4NRtLrtHbm8KX3NTK4yU.jpg,New York Minute,Top student Jane Ryan heads Manhattan collegescholarship competition Her rebellious twin Roxy Ryan goes crash video shoot But happen romp involving pursuing truant officer smuggler hunkalicious guys girls realization chips sister best friend
Horror Adventure Action,7131.0,/s2OPT5CZsZBQYAIlO9Mv4AimHvV.jpg,Van Helsing,Famed monster slayer Gabriel Van Helsing dispatched Transylvania assist Valerious bloodline defeating Count Dracula Anna Valerious reveals Dracula formed unholy alliance Dr Frankensteins monster hellbent exacting centuriesold curse family
Drama Comedy Romance Foreign,30125.0,/78huVaDB0NCEogFazEMKH8cGCbK.jpg,Valentin,Valentin 9yearold boy living grandmother late1960s Buenos Aires believes family problems solve The youngster dreams reunited mother whos separated Valentins abusive father
Adventure Drama War,652.0,/edMlij7nw2NMla32xskDnzMCFBM.jpg,Troy,In year 1250 BC late Bronze age emerging nations begin clash Paris Trojan prince convinces Helen Queen Sparta leave husband Menelaus sail Troy After Menelaus finds wife taken Trojans asks brother Agamemnom help Agamemnon sees opportunity power So set 1000 ships holding 50000 Greeks Troy With help Achilles Greeks able fight defeated Trojans
Drama,8440.0,/774rLMW6yspym6t5NMDfON20yL.jpg,Carandiru,Carandiru story based real facts book written doctor Drauzio Varella starts decides carry AIDS prevention program inside Latin Americas largest prison Casa Detenção São Paulo Carandiru victim darkest days Brazilian History State São Paulos Military Police excuse law enforcement shot death 111 people
Comedy Drama,883.0,/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg,Coffee and Cigarettes,Coffee And Cigarettes collection films cult director Jim Jarmusch Each film hosts star studded cast extremely unique individuals share common activities conversing drinking coffee smoking cigarettes
Comedy Drama,42015.0,/1CRUgJ2am5EoF7wd1CRFik0HmjE.jpg,Swimming to Cambodia,Spalding Gray sits desk entire film recounts exploits chance encounters playing minor role film The Killing Fields At time gives background events occurring Cambodia time film set
Drama ScienceFiction,11864.0,/hKsZY8jHagbiTtvq8mwHV36a9ki.jpg,Enemy Mine,A soldier Earth crashlands alien world sustaining battle damage Eventually encounters survivor enemy species fighting band survive hostile world In end human finds caring enemy completely unexpected way
Action Crime Thriller,9461.0,/6C006cxfwjWYkBW4fM3xCMyr7Yg.jpg,Enter the Dragon,A martial artist agrees spy reclusive crime lord invitation tournament cover
Documentary Music,132.0,/3UR6YSrz1nIQ84inth4emIPcEOT.jpg,The Rolling Stones: Gimme Shelter,This documentary Rolling Stones 1969 US tour legendary harrowing symbol tragic demise Peace Love era After successful tour US Rolling Stones gave free December concert Altamont Speedway California Grateful Dead Ike Tina Turner Jefferson Airplane Flying Burrito Brothers The band unwisely selected Hells Angels provide security bikers resorted violence stoned restless naked crowd line The result dozens injuries onscreen stabbing young black man Sympathy Devil concerts staff security In manipulative effective Maysles brothers filmed Mick Jagger editing room witnessing oncamera murder time The film works rockandroll document capturing band relaxed intoxicating electrifying
Romance,17993.0,/vh5vFqyj45wtyDPfq9INu1l3vF9.jpg,Henry & June,While traveling Paris author Henry Miller wife June meet Anais Nin sexual sparks fly Nin starts affair openly bisexual June When June forced return US gives Nin blessing sleep husband Then June returns France unexpected contentious threesome forms
Drama Mystery,28285.0,/5mc5n32157cdMi0ilKKdFnxZQ6L.jpg,The Three Faces of Eve,Classic dramatization Americas bestknown case woman suffering multiple personality disorder road recovery
Horror Mystery,22137.0,/d0clQ5e8B7NbSTKHmkNEGlPFyqp.jpg,The Kingdom,The Danish miniseries edited massive films Riget set neurosurgical ward Copenhagens Rigshospitalet city countrys main hospital nicknamed Riget The follows number characters staff patients encounter bizarre phenomena human supernatural
Comedy Drama Romance,10035.0,/mi61ZTuyEIT6XO3O1HAyDKWmKhQ.jpg,100 Girls,This sexy teencomedy freshman Matthew college meets dream girl dorm elevator blackout He sees face instantly falls love In morning power restored dream girl vanished All Matthew knows lives allgirls dorm He sets semesterlong journey mystery girl female suspects Could Wendy Dora Arlene Patty Cynthia Or 95 girls elevator Matthew
Drama History Thriller,502.0,/gp2b35iSQ03kKZgPpeeOuSb0Ra2.jpg,Fail-Safe,Because technical defect American bomber team mistakenly orders destruction Moscow The President United States little time prevent atomic catastrophe occurring Director Sidney Lumet gives atmospheric vision future Cold War backdrop
Drama Fantasy Horror,30959.0,/f6C9B1YssqKZjykS6K12ZNsEDRk.jpg,Kwaidan,This film adaptation stories book Kwaidan Stories studies strange things Lafcadio Hearn actually collection Japanese ghost stories taken sources stemming China
Documentary Foreign,20561.0,/hJPb7hrRsPyZ4YtYOIXu1K1ibUm.jpg,28 Up,No overview
Action Thriller Adventure,667.0,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,You Only Live Twice,A mysterious space craft kidnaps Russian American space capsule brings world verge World War James Bond investigates case Japan meets archenemy Blofeld The fifth film legendary James Bond series starring Sean Connery British super agent
Adventure Action Thriller,700.0,/s1GeJcwTclopbed1Bo2hjunSika.jpg,Octopussy,James Bond sent investigate fellow 00 agent dead priceless Farberge egg James bond follows mystery uncovers smuggling scandal Russian General wants provoke new World War
Crime Drama Thriller,21594.0,/aUGuFDebd0thBiySCqHXtG5QCdF.jpg,The Blue Gardenia,Norah Larkin single woman heart broken receiving Dear John letter After night drinking passes apartment womaniser Harry Prebble awaking accused murder
Drama TV Movie,26976.0,/eQUEJjEmFDAgdVflKYyR58UoQy6.jpg,Wit,A renowned professor forced reassess life diagnosed terminal ovarian cancer
Adventure Action Thriller,36670.0,/s9tBlhTEW0OtYJdemVMPbRcD7wk.jpg,Never Say Never Again,James Bond returns secret agent 007 time battle evil organization SPECTRE Bond defeat Largo stolen atomic warheads nuclear blackmail But Bond ally Largos girlfriend willowy Domino falls Bond seeks revenge This time Sean Connery Her Majestys Secret Agent 007
Drama Romance,43818.0,/71zCG98zESZni0vyIJ6DwHZqOSO.jpg,Pride and Prejudice,Mr Mrs Bennet unmarried daughters Mrs Bennet especially eager suitable husbands When rich single gentlemen Mr Bingley Mr Darcy come live nearby Bennets high hopes But pride prejudice misunderstandings combine complicate relationships happiness difficult
Drama Romance,43525.0,/5JX1BxmSpOd9PVjLJGwGmCpwqzl.jpg,In This Our Life,A young woman dumps fiancée runs sisters husband They marry settle Baltimore Stanley ultimately drives Peter drink suicide Stanley returns home Richmond learn sister Roy old flame Craig fallen love plan marry The jealous selfish Stanley attempts win Craigs affections true character revealed rap attempts pin hit run accident young black clerk works Craigs law office
Comedy Romance,20640.0,/qAju16QNCJt9SN4pIIzDyXcxtM3.jpg,Woman of the Year,Rival reporters Sam Tess fall love married relationship strained Sam comes resent Tess hectic lifestyle
Crime Drama Thriller,5511.0,/cvNW8IXigbaMNo4gKEIps0NGnhA.jpg,Le Samouraï,Hitman Jef Costello perfectionist carefully plans murders gets caught
Drama Romance,41003.0,/WcWCAYhcaSJu8TqETGvr1J16dz.jpg,White Palace,Max Baron Jewish advertising executive 20s whos getting death wife Nora Baker 40something diner waitress enjoys wilder life Mismatched attraction instant smoldering With time class age differences obstacle relationship especially Max Nora secret Jewish friends uppercrust associates forever
Western Music Romance,13936.0,/6EvptpeV4HV9xU9t3YnQ6PjhHZ0.jpg,Oklahoma!,This joyous celebration frontier life combines tender romance violent passion Oklahoma Territory 1900s timeless score filled unforgettable songs Rodgers Hammersteins hit Broadway musical
Drama Romance,294.0,/vlQBjV04m8Xb6G1LuDYjtm0IB9p.jpg,Desert Hearts,The story straightedge literature professor Vivian travels Reno away relationship breakup falls love attractive unconventional girl named Cay
Crime Mystery Horror Thriller,11507.0,/9bXkxtLrUiMrNOBfuYBqxRItDT9.jpg,Body Double,After losing acting role girlfriend Jake Scully finally catches break gets offered gig housesitting Hollywood Hills While peering beautiful homes telescope night spies gorgeous blonde dancing window But witnesses girls murder leads Scully netherworld adult entertainment industry search answers porn actress Holly Body guide
Drama,1162.0,/eVg3m9VItGgUKlfEURXyoilMAD2.jpg,The Miracle Worker,The true story frightening lonely world silence darkness 7yearold Helen Keller infancy seen sky heard mothers voice expressed innermost feelings Then Annie Sullivan 20yearold teacher Boston arrives Having recently regained sight nononsense Annie reaches Helen power touch tool common leads bold pupil miraculous journey fear isolation happiness light
Comedy Drama,34328.0,/aFH8FQlSKexX6f3NdsbEwqRwLN7.jpg,Monster in a Box,This story Spalding Gray attempt write novel It person account writing living dealing success trying successful
Drama,14684.0,/poV3j71mcmQkmjezc2H35xJsAhD.jpg,School Ties,When David Greene receives football scholarship prestigious prep school 1950s feels pressure hide fact Jewish classmates teachers fearing antiSemitic He quickly big man campus thanks football skills Jewish background discovered worst fears realized friends turn violent threats public ridicule
Romance Comedy,163869.0,/7axcdApyKhCgqbcfphR1QVtBj3l.jpg,Just Write,A Hollywood tour bus driver poses screenwriter romance upandcoming young actress
Action Drama ScienceFiction Adventure,10940.0,/6sYAd4rOPCwz6vjzlgWs3iNjSnX.jpg,Babylon 5: In the Beginning,Londo Mollari Centauri Emperor recounts initial contact Humans Minbari resulted major incident subsequent war eager pair youngsters wanting story love conflict
Drama Horror History,31965.0,/jIC18i83BipNSghs8nWRBFINb2p.jpg,Witchfinder General,England torn civil strife Royalists battle Parliamentary Party control This conflict distracts people rational thought allows unscrupulous men gain local power exploiting village superstitions One men Matthew Hopkins tours land offering services persecutor witches
Comedy Drama Romance,24012.0,/aLVapc8MkEq7bo1jcKODiw84g28.jpg,The Prince and the Showgirl,A saucy American showgirl London wooed rovingeyed Duke estranged son young King interrupts late supper politics angry accusations
Thriller Drama,988.0,/u0tbxqq0krtGMWnuycmikHPQ22Z.jpg,The China Syndrome,While series reports alternative energy sources opportunistic reporter Kimberly Wells witnesses accident nuclear power plant Wells determined publicise incident soon finds entangled sinister conspiracy impact incident secret
Drama Thriller Adventure,204.0,/3IGuAr1xsErR4XqmHZcfyQ4f8KY.jpg,The Wages of Fear,In South American jungle supplies nitroglycerine needed remote oil field The oil company pays men deliver supplies trucks A tense rivalry develops sets drivers rough remote roads slightest jolt result death
Drama Family,32430.0,/bq4ckxmDpmgDPmLoRCSnzmeavxx.jpg,The Bells of St. Mary's,Father OMalley unconventional priest Going My Way continues work Catholic Church This time sent St Marys rundown parochial school verge condemnation He Sister Benedict work attempt save school differing methods lead goodnatured disagreements
Comedy Drama Romance,33575.0,/rpt5A4KhWuIbfXqE8iA09PtwlhC.jpg,Pat and Mike,Pat Pemberton Hepburn brilliant athlete domineering fiancé The ladies golf championship reach gets flustered presence final holes He wants married forget thing easily She enlists help Mike Conovan Tracy slightly shady sports promoter Together face mobsters jealous boxer Aldo Ray growing mutual attraction
Comedy,13913.0,/ijVMX1CvegukEIJxv0UxoOzhrG.jpg,Animal Crackers,The famous Captain Spaulding returns Africa attends gala party valuable painting stolen
